places,time,tweet
Online,2021-01-15 16:07:07,Burgundy Save The New Date Plan Change Photo Announcement Postcard https://t.co/TSNBWDzaNc #changethedate #savethenewdate #savethedate #COVID19 #SocialDistancing #changeofplans #newplan #newdate #cancelledevent
"Atlanta, GA",2021-01-15 16:07:06,#ICYMI: #nursinghomes can now listen to recordings from past fireside chats about the #COVID19vaccine on the @CMSgov website. Click here to watch: https://t.co/AvrHIPnBda #COVID19 #COVID19Vaccination #InfectionControl https://t.co/CvI5pmWigw
"High Point, NC",2021-01-15 16:07:00,"Grim milestone: Over weekend global #COVID19 deaths should reach or pass 2M while #USA deaths approach 400,000. #CoronavirusPandemic https://t.co/OpGmbIZ6Na"
UK,2021-01-15 16:07:00,"Getting my implant removed has been much more complicated than I expected 😬
#contraception #pregnancy #surrogacy  #covid19 #covid19uk #coronavirus #coronavirusuk #pandemic
https://t.co/MV6Y75Kudw"
,2021-01-15 16:07:00,"""They took my father off the oxygen.""

Hospitals in Brazil's biggest city in the Amazon are running out of oxygen and #COVID19 patients are being unhooked from respirators.

Manaus' ICUs are full due to a surge in virus cases, with hundreds of patients waiting in line for beds. https://t.co/foFXyQ1a1N"
,2021-01-15 16:06:56,"Hope you won't need any oxygen machine but in case you or someone you know needs one... here is some contact numbers

 #lebanon #COVID19 #OXYGENmachine #oxygen #contactnumbers #suppliers https://t.co/3yLQdU2lik"
"Worcester, MA",2021-01-15 16:06:50,"The @MassDPH developed a #COVID19 #vaccine distribution timeline to protect our most vulnerable, maintain health care system capacity, &amp; address inequities in #healthcare access. We are currently in #Phase1 of the program. Learn more here: https://t.co/EEkDLCgive #PublicHealth https://t.co/vpi5i8Ehsn"
Mumbai,2021-01-15 16:06:48,"Just saw reporters from a channel @abpmajhatv handling the Covid 19 Vaccine in their hands. No gloves , no precautions.  
That's some sensible reporting 🤦🏻‍♂️🤦🏻‍♂️. #COVID19 #FacePalm #VaccineStrategy"
"Yardley, PA",2021-01-15 16:06:47,"As Americans continue receiving the new #COVID19 vaccines, you can expect plenty of patient questions. Answer common questions with our updated #COVIDVaccine education resources—now available in 7 languages. https://t.co/ibIDAeEseh"
"Hamilton,On.CAN.",2021-01-15 16:06:46,"Scott Thompson commentary: Podcast @AM900CHML 
https://t.co/JOH3LUanHo
#HamOnt #COVID19 #vaccine #vaccinereduction #seconddose"
"Jerusalem, Palestine",2021-01-15 16:06:44,"Can you tell us @DonnellyStephen @MichealMartinTD why staff at a private hospital have received vaccines and these staff in a public hospital, actually treating #COVID19 patients haven't? Why do you continue this gross medical inequality? #covidireland https://t.co/W2ppiHJJPT"
"Washington, DC",2021-01-15 16:06:42,"An UNCONFIRMED source said #vaccines are available at the @Publix in Ormond Beach, FL now. 

#ormondbeach #florida #volusia #vaccine #COVID19"
"Copenhagen, Denmark",2021-01-15 16:06:41,"The Danish health ministry told me that the #COVID19 vaccine will be offered to all foreigners with legal residence in Denmark, and that they are also ""looking into"" offering it to specific non-resident groups eg unregistered migrants and homeless people. https://t.co/Msd3hZpXax"
"Manhattan, NY @IcahnMountSinai",2021-01-15 16:06:36,"Almost everyone appointed to the #COVID19 response team &amp; new administration shows that  #BidenHarris values:
👏🏽Competence over Sycophancy
👏🏿Science over Politics 
👏Integrity over Ambition 
👏🏾Leadership over Loyalty 
👏🏻Reason over Fear
This is the America I love. https://t.co/zaKhjOV8Us"
"Nowhere, CA",2021-01-15 16:06:35,Green #giraffe #animalprint #facemask on @3dRoseLLC and @amazon! https://t.co/T17JQ1Hfvm Sold! Thank you for the #support! #WearAMask #covid19 #StaySafeStayHealthy #giftideas #giftguide #amazon... https://t.co/HIUsZTvRMJ
,2021-01-15 16:06:35,"The lethal triad: #SARSCoV2 Spike, ACE2 and TMPRSS2. Mutations in host and pathogen may affect the course of #pandemic 

""dynamics of pandemics are strongly influenced not only by #COVID19 #virus variation but also by host genetic background""
https://t.co/QXIIiU2Ki0 https://t.co/dkq0m8waoc"
,2021-01-15 16:06:29,"In #Bratislava, Slovakia, Mayor @matusvallo launched a major testing operation when #COVID19 cases were on the rise. He explains what other measures the city has implemented to keep residents safe throughout the pandemic. https://t.co/Gxcb6AkUWx"
South Africa,2021-01-15 16:06:29,"Due to the barrage of challenges facing SA, the DA has written to Deputy President David Mabuza, in his capacity as leader of government business, to ask that Parliament be reconvened before it’s too late the salvage the situation. #COVID19 #lockdown
https://t.co/cnW5nhSknn"
VADODARA,2021-01-15 16:06:28,It is mandatory to carry the Photo ID used at the time of #COVIDVaccine registration to the #COVID19 vaccination site in order to get the vaccine.@narendramodi @JPNadda @vijayrupanibjp @CRPaatil @PMOIndia @amitmalviyabjp @iPankajShukla @patni_hitesh https://t.co/FO2KWJPylw
North Yorkshire,2021-01-15 16:06:27,"1/3
Saint Cecilia’s Care Group is encouraging all #socialcare workers to have the #vaccine and protect the community from #COVID19 
Having the injection is one of the greatest contributions care workers can make in the fight against the pandemic.

@Helen_Whately @MattHancock https://t.co/Gm87cIST9G"
India,2021-01-15 16:06:27,"""Government has taken the right policy, please get vaccinated"", says Dr. HS Ballal, Manipal Hospitals, Dr. Kunal Sarkar, Medica Hospital, agrees
#CovidVaccine #COVID19 #Coronavirus #Vaccine  
#NewsToday with @sardesairajdeep https://t.co/Ok3awJ7Gus"
"West Haven, Connecticut, USA",2021-01-15 16:06:24,"@tcburkejr If the #Connecticut mailed a vial of #covid19 vaccine and a couple of syringes to our house, I'd take it from there"
"Olympia, WA",2021-01-15 16:06:24,"We haven’t gotten any official notice about this yet, but we’ll let you know when we do. #CovidVaccine #COVID19
https://t.co/VgN5QwVjrd"
Kenya,2021-01-15 16:06:21,"Tracking the spread of coronavirus: Africa Today  

#Covid19 #NationNewsplex

https://t.co/ByL2YMEIoS https://t.co/jwqvCoV3sd"
"Kyiv, Ukraine",2021-01-15 16:06:19,"Ukrainian government 🇺🇦 selected @crownagents to procure #COVID19 vaccines for #Ukraine.  

📲 Find out more (in Ukrainian): https://t.co/3v3Ra255Fc https://t.co/UCOr53c0fB"
,2021-01-15 16:06:17,"610 new #coronavirus cases in #Greece, 34 new deaths.

Total confirmed cases: 147,860
Total deaths: 5,421
Intubated in ICU: 319 (-9)
Discharged from ICU: 1,019 (+13)
Total tests: 2,945,406 (+11,569)
Total rapid tests: 812,024 (+20,960)

#COVID19"
"Hampshire, England",2021-01-15 16:06:14,"Should have been vaccination day for me today, but instead I get a call half an hour before my appointment to say they’d run out 😔 devastated! Now another week wait to see if I’m lucky then... #COVID19 #CovidVaccine #COVIDVaccination #carehomes #carehomestaff"
"Ahmadabad City, India",2021-01-15 16:06:14,"Addressing a press #conference held at the state office, Delhi BJP President Adesh Gupta #thanked the Prime Minister Narendra Modi for the #Corona #vaccination campaign starting on 16 January. #COVID19 @adeshguptabjp @BJP4Delhi @PMOIndia @tcpindia1 @AltNews @ANI @AmitShah"
,2021-01-15 16:06:14,Think:  If people in charge of #COVID19 strategies for #BC &amp; #Canada were the executive board of a company —they would have been replaced or forced to change tactics before running the company into the ground.  That’s only money &amp; livelihoods —here we’re talking LIVES. https://t.co/kF93YxqJ6o
"Westfield, IN",2021-01-15 16:06:12,#hoosiers  - do you have a plan to get vaccinated? Look up your place in line and register here: https://t.co/2kE96hEbEy @IUHealthPhys @AnthemInc #itsourshot #COVID19
Toronto,2021-01-15 16:06:10,"Production delays are another reason why you can't play around with the vaccination schedule.

There is no guarantee that supply will be available within the prescribed window for the second dose.

#Cdnpoli #COVID19 https://t.co/apcwDJCNNw"
United Kingdom,2021-01-15 16:06:10,"UK Summary. 

Coronavirus (COVID-19) in the UK. 

Last updated on Friday 15 January 2021 at 4:00pm

Deaths within 28 days of positive test.
Daily
1,280

Cases. People tested positive.
Daily 
55,761
#coronavirus disease 2019 (COVID-19) #COVID19  #UK https://t.co/zX2rpl03NY"
"Asheville, NC",2021-01-15 16:06:08,My dad's private nursing home wouldn't let me come in and pack his belongings due to Covid restrictions. But whoever packed them threw them in boxes like leftover pizza. I'm wrecked. #norespect #grieving #tossedmemories #death #nursinghome #COVID19
Makati City,2021-01-15 16:06:05,LOOK: World leaders who received the #COVID19 vaccine https://t.co/DtBn4Ho6UA
"Vancouver, WA",2021-01-15 16:06:04,"The rich got wayyyy richer during the #COVID19 #pandemic. #dataviz

Source: https://t.co/e0TCo38jPQ https://t.co/y7bQray9B8"
"Barcelona, Catalonia / Spain",2021-01-15 16:06:01,"Seems like almost a yr ago I tweeted #covid19 #pandemic would be good for lawyers. Fk it. Everything is good for lawyers.
should teach it in kindergarten. So  adjournment of Catalonia elections might go to lawyers. they do democracy &amp; gymkhanas. https://t.co/wpEABNbmfw"
Punjab,2021-01-15 16:06:00,"Capt Amarinder writes to Modi on free Covid-19 vaccine for poor

#CaptAmarinder #NarendraModi #Covid19 #Vaccine #Coronavirus #Corona #Covid #Modi #CoronaVaccine

https://t.co/ysK5ETIvca"
India,2021-01-15 16:06:00,"Here’s everything you need to know about #Covid19 vaccination process which will start from tomorrow in India. #IndiaFightsCovid19

Watch #News18Debrief with @shreyadhoundial. https://t.co/tJaM9gYYIr"
Bray probably.,2021-01-15 16:06:00,This lockdown got me feeling like I'm in a long distance relationship with my Girlfriend who lives a 5 minute walk away from me 😔 #COVID19
Atlanta,2021-01-15 16:05:59,#Arizona has the highest #Covid19 infection rate in the #USA and is on the brink of running out of space in crowded hospitals  https://t.co/LGStiyQu70 by .@acaldwellwsj + .@iglovett  @WSJ
NY,2021-01-15 16:05:57,"Vaccine reserve was already exhausted when Trump administration vowed to release it, dashing hopes of expanded access
#TrumpVirus #COVID19 #coronavirus #VaccineStrategy
https://t.co/g1HqJXIJii"
"Arcadia, IN",2021-01-15 16:05:56,"PS if anybody complains about the huge spending that Biden is proposing to help us through #COVID19, I should remind you that many refused to wear a cheap cotton mask on their faces to prevent all this. Those who failed a the cheap solution = those that hate government spending."
Terra Malum,2021-01-15 16:05:55,"@DontMessWMurphy @DanRather Let's just say what we're all thinking: former FSB thug #vladimirputin deftly led #Russia to finally win the Cold War and cut America down to size.

Not with spies or nukes, but by turning the USA against itself, FROM WITHIN 😔

The #COVID19 #pandemic was just ""divine help"". https://t.co/Jq1ZFnreQ2"
chennai india,2021-01-15 16:05:55,@TimesNow @thenewshour with less than 12hours #CovidVaccines  #covid19 tracker has good news #tnhealthachievements as @CMOTamilNadu falls below @KeralaTourism to fifth place in pan india. with less than 10 casualities https://t.co/Nq6NorIEyG
Nigeria,2021-01-15 16:05:54,Premier League goal celebrations this weekend will be under intense scrutiny after players were reminded of their responsibility to set an example during the coronavirus pandemic. https://t.co/omXDi71ozB #PremierLeague #Covid19
"Parliament Buildings, Belfast",2021-01-15 16:05:54,"If you missed the @Education_NI Minister briefing the @NIACfEd on the #COVID19 response, impact on exams, school closures and post-primary transfer. Or the briefing from @YouthWorkAll, Uniform Hub and @NetworkYouthNI 

You can watch again on - 📺 https://t.co/eSK6bAYgg1 https://t.co/grY4k2YV6m"
Somewhere in space 👽😜,2021-01-15 16:05:51,"One of my in-laws in my family just passed away this morning due to #COVIDー19 😪😪😪😪😪 . Y’all pls wear your masks 😷 COVID is soo real I can’t believe it . It’s only January may his soul test in peace ... 

#COVID19"
USA,2021-01-15 16:05:50,"Via @TheLostOgle 
@GovStitt officiated a wedding for @tedcruz “tech guys” in #Oklahoma 
No masks and clearly a gathering of over 50 people. 
Thank you for contributing to the spread, meanwhile another 35 dead today from #COVID19"
Toronto,2021-01-15 16:05:49,"Ontario is reporting 2,998 new cases of #COVID19 today.
Check our case tracker for more information about cases in Toronto, Ontario and Canada: https://t.co/PLyU7Oleyd

#COVIDtoronto #COVID19ON #COVIDcanada https://t.co/BpF0Hw9NBy"
Occupied Shawnee Land,2021-01-15 16:05:49,"Why not actors?  Rock stars? Hedge fund managers?  

STFU Chuck.  You appear to be experiencing a stupid.

#Hush #COVID19 #vaccine #money https://t.co/6hIZl11SBD"
,2021-01-15 16:05:49,"@achalaugustine @MaxCRoser ""If sauna, alcohol or tar won't help, the disease is going to kill you"" That's an old Finnish saying. That is the secret. #COVID19  😌"
"Brussels, Belgium",2021-01-15 16:05:47,"#COVID19 After the holiday period, traffic over the last week has steadily reduced. The 7-day average was -61.8% of 2019 levels but yesterday itself was -63.8%
@Transport_EU @ECACceac @IATA @A4Europe @ACI_EUROPE @CANSOEurope @EBAAorg @eraaorg https://t.co/aQKHILMqzZ"
"ÜT: 40.645121,-73.787521",2021-01-15 16:05:47,We need an alternative #COVID19 #ANC https://t.co/CpqmihjqL6
"Washington, DC",2021-01-15 16:05:43,⚠️ The recently announced ‘American Rescue Plan’ appears to be less about rescuing American families from their current economic problems and more about using the #COVID19 as an excuse to ram through a laundry list of leftist policies. #ampFW https://t.co/MvFjx8Krxa
it varies,2021-01-15 16:05:43,"#Coronavirus #COVID19 #Vaccine reserve was already exhausted when @POTUS #Trump administration vowed to release it, dashing hopes of expanded access,  So, again it will be #Trump lied and people died.

https://t.co/v9BnAZ3p7K"
"Sedona, Arizona",2021-01-15 16:05:40,"13 People Suffer Facial Paralysis After Coronavirus Vaccine  https://t.co/lehaoWuyba

Uncensored COVID-19 News: https://t.co/uGj6J9T0Az

#COVID19 #COVID19Pandemic #coronavirus #CoronavirusVaccine"
"Cambridge, ON, Canada",2021-01-15 16:05:37,I dedicated this book to all #FrontLineHeroes  #COVID19 Thank you &lt;3 https://t.co/64NSw4rfMx
"Paris, France",2021-01-15 16:05:37,"The colloquium will address the impact of innovative #research and research applications on the #covid19 crisis, in #microfluidics, #biophotonics, #organsonchips, #AI…

Register here ➡️ https://t.co/ArSi9t62qx

@iledefrance @institutpasteur @ipggmicrofluid"
